,L1,L2,L3,L4,L5
225,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,한의약품 제조업,한의약품 제조업
226,제조업,의료용 물질 및 의약품 제조업,의약품 제조업,동물용 의약품 제조업,동물용 의약품 제조업
227,제조업,의료용 물질 및 의약품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업
228,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,고무 타이어 및 튜브 생산업,타이어 및 튜브 제조업
229,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,고무 타이어 및 튜브 생산업,타이어 재생업
230,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,고무 패킹류 제조업
231,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,산업용 그 외 비경화 고무제품 제조업
232,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,고무 의류 및 기타 위생용 비경화 고무제품 제조업
233,제조업,고무 및 플라스틱제품 제조업,고무제품 제조업,기타 고무제품 제조업,그 외 기타 고무제품 제조업
234,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,"플라스틱 선, 봉, 관 및 호스 제조업"
235,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,플라스틱 필름 제조업
236,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,플라스틱 시트 및 판 제조업
237,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,1차 플라스틱제품 제조업,플라스틱 합성피혁 제조업
238,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,벽 및 바닥 피복용 플라스틱 제품 제조업
239,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,설치용 및 위생용 플라스틱제품 제조업
240,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,플라스틱 창호 제조업
241,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,건축용 플라스틱제품 제조업,기타 건축용 플라스틱 조립제품 제조업
242,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,포장용 플라스틱제품 제조업,"플라스틱 포대, 봉투 및 유사제품 제조업"
243,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업
244,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기계장비 조립용 플라스틱제품 제조업,운송장비 조립용 플라스틱제품 제조업
245,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기계장비 조립용 플라스틱제품 제조업,기타 기계ㆍ장비 조립용 플라스틱제품 제조업
246,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,플라스틱 발포 성형제품 제조업,폴리스티렌 발포 성형제품 제조업
247,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,플라스틱 발포 성형제품 제조업,기타 플라스틱 발포 성형제품 제조업
248,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기타 플라스틱 제품 제조업,플라스틱 접착처리 제품 제조업
249,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기타 플라스틱 제품 제조업,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업"
250,제조업,고무 및 플라스틱제품 제조업,플라스틱 제품 제조업,기타 플라스틱 제품 제조업,그 외 기타 플라스틱 제품 제조업
251,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,판유리 제조업
252,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,안전유리 제조업
253,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,판유리 및 판유리 가공품 제조업,기타 판유리 가공품 제조업
254,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,"1차 유리제품, 유리섬유 및 광학용 유리 제조업"
255,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,디스플레이 장치용 유리 제조업
256,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,산업용 유리 제조업,기타 산업용 유리제품 제조업
257,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,기타 유리제품 제조업,가정용 유리제품 제조업
258,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,기타 유리제품 제조업,포장용 유리용기 제조업
259,제조업,비금속 광물제품 제조업,유리 및 유리제품 제조업,기타 유리제품 제조업,그 외 기타 유리제품 제조업
260,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,정형 내화 요업제품 제조업
261,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",내화 요업제품 제조업,부정형 내화 요업제품 제조업
262,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반 도자기 제조업,가정용 및 장식용 도자기 제조업
263,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반 도자기 제조업,위생용 및 산업용 도자기 제조업
264,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",비내화 일반 도자기 제조업,기타 일반 도자기 제조업
265,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",건축용 비내화 요업제품 제조업,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업"
266,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",건축용 비내화 요업제품 제조업,타일 및 유사 비내화 요업제품 제조업
267,제조업,비금속 광물제품 제조업,"내화, 비내화 요업제품 제조업",건축용 비내화 요업제품 제조업,기타 건축용 비내화 요업제품 제조업
268,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",시멘트 제조업
269,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 석회 및 플라스터 제조업",석회 및 플라스터 제조업
270,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",비내화 모르타르 제조업
271,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",레미콘 제조업
272,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",플라스터 혼합제품 제조업
273,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업","콘크리트 타일, 기와, 벽돌 및 블록 제조업"
274,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",콘크리트 관 및 기타 구조용 콘크리트제품 제조업
275,제조업,비금속 광물제품 제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",그 외 기타 콘크리트 제품 및 유사 제품 제조업
276,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,석제품 제조업,건설용 석제품 제조업
277,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,석제품 제조업,기타 석제품 제조업
278,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,아스팔트 콘크리트 및 혼합제품 제조업
279,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,연마재 제조업
280,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,비금속광물 분쇄물 생산업
281,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,암면 및 유사 제품 제조업
282,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,탄소섬유 제조업
283,제조업,비금속 광물제품 제조업,기타 비금속 광물제품 제조업,그 외 기타 비금속 광물제품 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업
284,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",제철업
285,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",제강업
286,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",합금철 제조업
287,제조업,1차 금속 제조업,1차 철강 제조업,"제철, 제강 및 합금철 제조업",기타 제철 및 제강업
288,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",열간 압연 및 압출제품 제조업
289,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",냉간 압연 및 압출 제품 제조업
290,제조업,1차 금속 제조업,1차 철강 제조업,"철강 압연, 압출 및 연신제품 제조업",철강선 제조업
291,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,주철관 제조업
292,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,강관 제조업
293,제조업,1차 금속 제조업,1차 철강 제조업,철강관 제조업,강관 가공품 및 관 연결구류 제조업
294,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,"도금, 착색 및 기타 표면 처리 강재 제조업"
295,제조업,1차 금속 제조업,1차 철강 제조업,기타 1차 철강 제조업,그 외 기타 1차 철강 제조업
296,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","동 제련, 정련 및 합금 제조업"
297,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","알루미늄 제련, 정련 및 합금 제조업"
298,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업"
299,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 제련, 정련 및 합금 제조업","기타 비철금속 제련, 정련 및 합금 제조업"
300,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업"
301,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업"
302,제조업,1차 금속 제조업,1차 비철금속 제조업,"비철금속 압연, 압출 및 연신제품 제조업","기타 비철금속 압연, 압출 및 연신제품 제조업"
